,ID,Nodes,ref,power,wires,cables,voltage,circuits,operator,frequency,abandoned:power,line,note,name,layer,location,source,abandoned,disused,created_by,building,substation,source:name,addr:city,short_name,addr:street,addr:suburb,addr:country,addr:postcode,addr:housenumber,generator:source,access,barrier,old_name,contact:phone,ele,start_date,description,generator:method,generator:output,generator:output:cold,generator:output:heat,generator:output:steam,generator:output:electricity,roof:shape,wikidata,gas_insulated,addr:inclusion,building:levels,bridge,height,addr:housename,disused:power,service,gez,fixme,ref:Vattenfall,razed:substation,vehicle,voltage:primary,voltage:secondary,area,railway:ref,roof:colour,official_name,building:material,building:design:note,landuse,plant:method,plant:source,plant:output:hot_water,plant:output:electricity,foot,bicycle,vattenfall_ref,roof:levels,generator:output:hot_water,roof:material,building:colour,generator:type,ref:lda,heritage,lda:criteria,heritage:operator,man_made,street_cabinet,planned,plant:output:heat,seamark:cable_submarine:category,seamark:type,seamark:pipeline_submarine:category,seamark:pipeline_submarine:name,facility,building:part,wikipedia,source:geometry,generator:place,building:name,check_date,rev,demolished:power,demolished:building,demolished:operator,transformer,disused:rating,disused:voltage,disused:substation,disused:building,support,abandoned:building,abandoned:substation,colour,mapillary
176,130281453,"['1435393358', '1435393359', '1435393356', '1435393355', '1435393358']", ,substation, , , , , , , , , , , , , , , , ,yes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
177,130607201,"['298266150', '1437956438', '298266116', '1437956442', '298266150']", ,substation, , ,6000, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
178,135994279,"['3890574765', '3890574762', '3890574770', '3890574760', '3890574750', '3890574732', '3890574708', '3890574710', '3890574736', '3890574738', '3890574765']", ,substation, , , , , , , , , , , , , , , , ,yes, , , , , , , , , , , , , , , , , , , , , , , ,flat, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
179,137726982,"['612868665', '1510342772', '1510342829', '1510342703', '3716592447', '1510342700', '1510342728', '1510342777', '1510342733', '1510342872', '1510342698', '612868662']", ,cable, , ,110000, ,Vattenfall Europe AG,50, , ,Verlauf angedeutet, ,-5,underground, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,no, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
180,137728981,"['1510385680', '1510385684', '4612076137', '4612076138', '1510385610', '4612076140', '4612076139', '1510385619', '1510385632', '1510385672', '1510385680']",TE,substation, , ,110000, ,Vattenfall Europe AG,50, , , ,Umspannwerk Tegel,-1, , , , , , , , ,Berlin,UW TE,Biedenkopfer Straße,Tegel,DE,13507,42, ,no,fence, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
181,137730137,"['595708743', '1510435598', '1510435568', '1510435583', '1510435580', '1510435611', '1510435551', '1510435557', '595711342']", ,cable, , ,110000, ,Vattenfall Europe AG,50, , ,Verlauf angedeutet, ,-1,underground, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
182,138272783,"['1124018179', '1515945071']", ,line, , , , , , , ,busbar, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
183,138272784,"['1515945070', '1515945069']", ,line, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
184,139224377,"['1526048454', '1526048432', '1526048422', '1526048428', '1526048454']", ,substation, , , , , , , , , , , , , , , , ,yes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
185,140011560,"['1534183037', '1534183038', '1534183035', '1534183033', '1534183037']", ,substation, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
186,140136017,"['1535345013', '1535345030', '1535344986', '1535344974', '1535345013']", ,substation, , , , , , , , , , , , , , , , ,service,minor_distribution, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
187,141346163,"['1547251934', '1547251933', '1547251920', '1547251922', '1547251934']", ,substation, , , , , , , , , , , , , , , , ,service, , , , , , , , , , , , , , , , , , , , , , , ,flat, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
188,141521066,"['1549047298', '1549047294', '1549047291', '1549047288', '1549047260', '1549047278', '1549047298']", ,generator, , , , ,Vattenfall, , , , , , , , , , , ,service, , , , , , , , , ,gas, , , , , , , ,combustion, , , , ,yes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,yes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
189,143485220,"['3270394072', '3270394075', '3270394085', '3270394121', '3270394070', '3270394095', '3270394092', '3270394083', '3270394107', '1570029616', '3270394111', '3270394101', '3270394110', '3270394105', '3270394108', '3270394074', '3270394066', '4825870152', '1570029568', '3259119113', '3270394116', '3270394071', '3270394118', '3270394103', '3270394084', '3270394124', '3259119124', '3259119123', '3270394119', '3270394113', '3270394122', '3270394077', '5359299821', '5359299822', '5339578321', '3259119104', '3259119105', '3259119127', '3270394123', '6422869469', '3270394109', '5339578322', '3270394082', '1570029570', '3270394106', '3270394062', '5339578323', '3270394065', '3270394099', '3270394088', '3270394100', '3270394093', '3259119114', '5339578324', '1570029579', '3259119118', '3259119111', '1570029618', '1570029607', '2895328039', '1570029610', '4536055045', '4536055046', '4536055047', '3259119122', '1570029613', '1986592740', '1986592739', '1570029624', '3277309469', '3277309140', '3277309129', '3277309136', '3277309143', '3277309141', '3277309137', '3277309151', '3277309461', '3277309157', '3277309158', '3277309138', '3277309142', '3277309127', '3277309144', '891140769', '891140768', '1570029630', '3277309145', '3277309134', '3277309154', '3277309156', '3277309462', '3277309155', '1570029561', '3277309464', '3277309130', '3277309131', '3277309125', '3277309150', '3277309126', '1570029576', '3277309133', '3277309124', '3277309468', '3277309465', '1570029583', '3277309466', '3277309152', '3277309153', '3277309146', '3277309463', '3277309160', '1570029597', '3277309135', '3277309139', '3277309149', '3277309147', '3277309159', '3277309148', '1570029572', '3277309128', '3277309467', '3277309132', '967772317', '3277339706', '3277339729', '3277339713', '3277339716', '967772320', '3277339688', '3277339736', '3277339725', '3277339685', '1570029564', '3277339680', '7699818697', '3277339681', '3277339665', '1570029558', '3277339730', '3277339715', '3277339712', '3277339669', '3277339670', '3277339260', '3277339675', '3277339705', '3277339667', '3277339745', '1570029622', '3277339743', '3277339259', '3277339672', '1570029617', '3277339741', '3277339732', '3277339257', '3277339739', '3277339674', '3277339256', '3277339726', '343822253']", ,cable, , ,30000, ,DB Energie GmbH,50, , , , ,-1,underground, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
190,143485221,"['343822262', '287456869', '4768370845', '343822772']", ,cable, , ,30000, ,DB Energie GmbH,50, , , , ,-1,underground, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
191,145591730,"['1589801414', '1589801368', '1589801387', '1589801366', '1589801362', '1589801355', '1589801357', '1589801352', '1589801349', '1589801345', '1589801347', '1589801343', '1589801341', '1589801333', '1589801335', '1589801331', '1589801329', '1589801318', '1589801323', '1589801314', '1589801313', '1589801310', '1589801311', '1589801303', '1589801300', '1589801301', '1589801297', '1589801396', '1589801370', '1589801400', '1589801410', '1589801471', '1589801496', '1589801494', '1589801498', '1589801489', '1589801487', '1589801454', '1589801462', '1589801421', '1589801419', '1589801416', '1589801414']", ,switchgear, , ,110000;30000, , , , , , , , , , , , , ,yes, , , ,HKK Schaltanlage, , , , , , , , , , , , ,30 KV-Schaltanlage, , , , , , ,flat, , , , , , , , , , , , , , , , , , ,grey, ,brick, , , , , , , , , , , ,tar_paper,maroon, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
192,147397218,"['1606215464', '3837625373', '3837625369', '3837625286', '3837624960', '3837624942', '3837625020', '3837625018', '3837625021', '3837625013', '3837625004', '3837624997', '3837625008', '3837624993', '3837624989', '3837624986', '3837624991', '3837624984', '3837624979', '3837624975', '3837624982', '3837624972', '3837624969', '3837624967', '3837624971', '3837624966', '3837624959', '3837624957', '3837624964', '3837624955', '3837624951', '3837624950', '3837624954', '3837624947', '3837624941', '3837624938', '3837624945', '3837624937', '3837624933', '3837624932', '3837624936', '3837624929', '3837624926', '3837624924', '3837624927', '3837624920', '3837624916', '3837624915', '3837624919', '3837624911', '3837624908', '3837624904', '3837624909', '3837624899', '3837624895', '3837624891', '3837624871', '3837624869', '3837624745', '3837624748', '3837624881', '3837624879', '3837624885', '3837624876', '3837624870', '3837624868', '3837624873', '3837624864', '3837624861', '3837624859', '3837624863', '3837624756', '3837624751', '3837624750', '3837624753', '3837624749', '3837624744', '3837624742', '3837624746', '3837624741', '3837624738', '3837624737', '3837624740', '3837624735', '3837624729', '3837624728', '3837624731', '3837624727', '3837624724', '3837624721', '3837624726', '3837624719', '3837624716', '3837624715', '3837624718', '3837624714', '3837624707', '3837624705', '3837624711', '3837624703', '3837624698', '3837624697', '1606215464']", ,switchgear, , ,110000, ,Stromnetz Berlin GmbH,50, , , , , ,indoor, , , , ,industrial, , ,Berlin,UW MI7,Lützowstraße,Tiergarten,DE,10785,17, , , , , , , , , , , , , , ,flat, , , ,6, , ,MI7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
193,151887730,"['1647272246', '1647272250', '1647272252', '1647272248', '1647272246']", ,substation, , , , ,eon, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
194,151887731,"['1647272283', '1647272280', '1647272259', '1647272263', '1647272283']", ,substation, , , , ,edis, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
195,152046292,"['1648777177', '1648777142', '1648777121', '1648777137', '1648777177']", ,generator, , , , , , , , , ,Heizhaus, , , , , , ,yes, , , , , , , , , ,gas, , , , , , , ,combustion, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,yes, , ,boiler, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
196,154372696,"['1669152354', '1669152361', '1669152350', '1669152352', '1669152348', '1669152346', '1669152354']", ,switchgear, , ,15000, ,DB Energie GmbH,16.7, , , , , ,indoor,Bing, , , ,prefabricated, , , , , , , , , , , , , , , , , , , , , , , ,flat, , , ,1, , , , , , , , , , , , , , ,brown, ,concrete,Normschaltanlage (ende 70er bis anfang 00er)., , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
197,154850113,"['1673191457', '1673191459', '1673191460', '1673191458', '1673191457']",N2853,substation, , , , ,Vattenfall Europe Berlin,50, , , , , , , , , , ,yes, , , , , , , , , , , , , , , ,1898, , , , , , , , , , , , , , , , , , , , , , ,10000,400, , , , , , , , , , , , , , , , , , , ,09020217,4,Baudenkmal,lda, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
198,156208213,"['1684837083', '1684837076', '1684837080', '1684837085', '1684837083']",651,substation, , , , , , , , , , , , , , , , ,yes,minor_distribution, , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
199,164011601,"['1756730850', '1756730814', '1756730847', '59719673', '1783050640']",768;769;770;771, ,single,3,110000, ,Stromnetz Berlin,50,line,bay, ,"768, 769, 770, 771 (MOW-MUE)", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
200,164011604,"['1756730857', '1783050651', '1756730843', '1783050801', '1783050596', '1783050686', '1783050634', '1783050673', '1783050796', '1756730856', '1783050681', '1783050784', '1783050718', '1783050606', '1783050769', '1756730845', '1783050713', '1783050850', '1783050622', '1783050793', '1783050676', '1756730814', '1756730813', '1756730816', '1756730858']",MOW, ,single, ,110000, ,Stromnetz Berlin,50,line,busbar, ,Malchow, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
201,164011605,"['1783050608', '1783050790', '1783050771', '1783050793', '1783050688']", , ,single,3,110000, ,Stromnetz Berlin,50,line,bay, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
202,164011606,"['1783050665', '1756730837', '1756730839', '1756730813', '1756730820']", , ,single,3,110000, ,Stromnetz Berlin,50,line,bay, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
203,164011608,"['1756730852', '1756730858', '1756730825', '59719685', '1783050680']", , ,single,3,110000, ,Stromnetz Berlin,50,line,bay, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
204,164330441,"['1759697945', '1759697944', '1759697942', '1759697943', '1759697945']", ,substation, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
205,164330442,"['1759697948', '1759697949', '1759697947', '274975360', '1759697946', '1759697948']", ,substation, , , , , , , , , , , , , , , , ,yes, , , , , , , , , , , , , , , , , , , , , , , ,gabled, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
206,165597541,"['1771446474', '1771446475', '1771446473', '1771446472', '1771446474']", ,substation, , , , , , , , , ,126, , , , , , ,yes, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
207,165711940,"['268981052', '1772520148']", ,abandoned, , ,110000, , , , , , , , , , ,line, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
208,166885608,"['1756730850', '286699068']",768, ,single,3,110000, ,Stromnetz Berlin,50,line, ,nord-oben,768, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
209,166885611,"['1783050669', '1783050622', '1783050637', '1783050797', '1783050654']",MOW, ,single,3,110000, ,Stromnetz Berlin,50,line,bay, ,Malchow, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
210,166885617,"['1783050729', '1783050671', '1783050826', '1783050713', '1783050724']",807, ,single,3,110000, ,Stromnetz Berlin,50,line,bay,süd-unten, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
211,166885618,"['9215018093', '1756730816', '1756730841', '1756730849', '1783050715']", , ,single,3,110000, ,Stromnetz Berlin,50,line,bay, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
212,166885622,"['1783050684', '1783050723', '1783050731', '1783050850', '1783050626']",808, ,single,3,110000, ,Stromnetz Berlin,50,line,bay,süd-oben, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
213,166885632,"['1783050717', '1783050676', '1783050855', '1783050734', '1783050663']", , ,single,3,110000, ,Stromnetz Berlin,50,line,bay, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
214,166885637,"['286699068', '1756730820']",770, ,single,3,110000, ,Stromnetz Berlin,50,line, ,ost-unten,770, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
