,ID,Nodes,ref,power,wires,cables,voltage,circuits,operator,frequency,abandoned:power,line,note,name,layer,location,source,abandoned,disused,created_by,building,substation,source:name,addr:city,short_name,addr:street,addr:suburb,addr:country,addr:postcode,addr:housenumber,generator:source,access,barrier,old_name,contact:phone,ele,start_date,description,generator:method,generator:output,generator:output:cold,generator:output:heat,generator:output:steam,generator:output:electricity,roof:shape,wikidata,gas_insulated,addr:inclusion,building:levels,bridge,height,addr:housename,disused:power,service,gez,fixme,ref:Vattenfall,razed:substation,vehicle,voltage:primary,voltage:secondary,area,railway:ref,roof:colour,official_name,building:material,building:design:note,landuse,plant:method,plant:source,plant:output:hot_water,plant:output:electricity,foot,bicycle,vattenfall_ref,roof:levels,generator:output:hot_water,roof:material,building:colour,generator:type,ref:lda,heritage,lda:criteria,heritage:operator,man_made,street_cabinet,planned,plant:output:heat,seamark:cable_submarine:category,seamark:type,seamark:pipeline_submarine:category,seamark:pipeline_submarine:name,facility,building:part,wikipedia,source:geometry,generator:place,building:name,check_date,rev,demolished:power,demolished:building,demolished:operator,transformer,disused:rating,disused:voltage,disused:substation,disused:building,support,abandoned:building,abandoned:substation,colour,mapillary
501,419487995,"['4195395873', '4195395872', '4195395875', '4195395876', '4195395873']", ,transformer, , , , , , , , , , , , ,Geoportal Berlin / ALKIS, , , ,yes, , , , , , , , , , , , , , , , , , , , , , , ,flat, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
502,419487996,"['4195395855', '4195395869', '4195395874', '4195395864', '4195395855']", ,substation, , , , , , , , , , , , ,Geoportal Berlin / ALKIS, , , ,yes, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
503,419702811,"['4197113081', '4197113082', '4197113087', '4197113086', '4197113081']", ,substation, , , , , , , , , , , , ,Geoportal Berlin / ALKIS, , , ,yes, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
504,419912385,"['4199011849', '4199011851', '4199011863', '4199011862', '4199011849']", ,substation, , , , , , , , , , , , ,Geoportal Berlin / ALKIS, , , ,yes, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
505,420053330,"['4200390051', '4200390046', '4200390049', '4200390040', '7159465132', '4200390053', '4200390060', '4200390051']", ,substation, , , , , , , , , , , , ,Geoportal Berlin / ALKIS, , , ,yes, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
506,420264084,"['4202094024', '4202094021', '4202094026', '4202094030', '4202094024']", ,substation, , , , , , , , , , , , ,Geoportal Berlin / ALKIS, , , ,yes, , , , , , , , , , , , , , , , , , , , , , , ,flat, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
507,420776860,"['4206923345', '4206923342', '4206923349', '4206923358', '4206923345']", ,substation, , , , , , , , , , , , ,Geoportal Berlin / ALKIS, , , ,yes, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
508,421279807,"['4210623063', '4210623072', '4210623073', '4210623066', '4210623063']", , , , , , , , , , , , , , ,Geoportal Berlin / ALKIS, , , ,power, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
509,421312092,"['4210914115', '4210914106', '4210914112', '4210914116', '4210914115']", , , , , , , , , , , , , , ,Geoportal Berlin / ALKIS, , , ,power, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
510,421312093,"['4210913901', '4210913896', '4210913905', '4210913910', '4210913901']", , , , , , , , , , , , , , ,Geoportal Berlin / ALKIS, , , ,power, , , , , , , , , , , , , , , , , , , , , , , ,flat, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
511,421458297,"['4212198614', '4212198611', '4212198606', '4212198612', '4212198614']", ,substation, , , , , , , , , , , , ,Geoportal Berlin / ALKIS, , , ,yes, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
512,421620489,"['4213720678', '4213720671', '4213720670', '4213720675', '4213720678']", ,generator, , , , ,Deutsche Bahn AG, , , , , , , , , , , , , , , , , , , , , ,solar, , , , , ,2002, ,photovoltaic, , , , ,14.6 kWp, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,solar_photovoltaic_panel, , , , , , , , , , , , , , , ,Bing 2013, , , , , , , , , , , , , , , , , 
513,421620490,"['4213720905', '4213720898', '4213720895', '4213720904', '4213720905']", ,generator, , , , ,Deutsche Bahn AG, , , , , , , , , , , , , , , , , , , , , ,solar, , , , , ,2002, ,photovoltaic, , , , ,14.6 kWp, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,solar_photovoltaic_panel, , , , , , , , , , , , , , , ,Bing 2013, , , , , , , , , , , , , , , , , 
514,421620491,"['4213720901', '4213720890', '4213720688', '4213720900', '4213720901']", ,generator, , , , ,Deutsche Bahn AG, , , , , , , , , , , , , , , , , , , , , ,solar, , , , , ,2002, ,photovoltaic, , , , ,14.6 kWp, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,solar_photovoltaic_panel, , , , , , , , , , , , , , , ,Bing 2013, , , , , , , , , , , , , , , , , 
515,421620492,"['4213720682', '4213720673', '4213720672', '4213720679', '4213720682']", ,generator, , , , ,Deutsche Bahn AG, , , , , , , , , , , , , , , , , , , , , ,solar, , , , , ,2002, ,photovoltaic, , , , ,14.6 kWp, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,solar_photovoltaic_panel, , , , , , , , , , , , , , , ,Bing 2013, , , , , , , , , , , , , , , , , 
516,421620493,"['4213720903', '4213720894', '4213720891', '4213720902', '4213720903']", ,generator, , , , ,Deutsche Bahn AG, , , , , , , , , , , , , , , , , , , , , ,solar, , , , , ,2002, ,photovoltaic, , , , ,14.6 kWp, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,solar_photovoltaic_panel, , , , , , , , , , , , , , , ,Bing 2013, , , , , , , , , , , , , , , , , 
517,421620494,"['4213720686', '4213720676', '4213720674', '4213720684', '4213720686']", ,generator, , , , ,Deutsche Bahn AG, , , , , , , , , , , , , , , , , , , , , ,solar, , , , , ,2002, ,photovoltaic, , , , ,14.6 kWp, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,solar_photovoltaic_panel, , , , , , , , , , , , , , , ,Bing 2013, , , , , , , , , , , , , , , , , 
518,421620495,"['4213720919', '4213720911', '4213720910', '4213720918', '4213720919']", ,generator, , , , ,Deutsche Bahn AG, , , , , , , , , , , , , , , , , , , , , ,solar, , , , , ,2002, ,photovoltaic, , , , ,14.6 kWp, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,solar_photovoltaic_panel, , , , , , , , , , , , , , , ,Bing 2013, , , , , , , , , , , , , , , , , 
519,421620496,"['4213720892', '4213720680', '4213720677', '4213720889', '4213720892']", ,generator, , , , ,Deutsche Bahn AG, , , , , , , , , , , , , , , , , , , , , ,solar, , , , , ,2002, ,photovoltaic, , , , ,14.6 kWp, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,solar_photovoltaic_panel, , , , , , , , , , , , , , , ,Bing 2013, , , , , , , , , , , , , , , , , 
520,421620497,"['4213720915', '4213720907', '4213720906', '4213720914', '4213720915']", ,generator, , , , ,Deutsche Bahn AG, , , , , , , , , , , , , , , , , , , , , ,solar, , , , , ,2002, ,photovoltaic, , , , ,14.6 kWp, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,solar_photovoltaic_panel, , , , , , , , , , , , , , , ,Bing 2013, , , , , , , , , , , , , , , , , 
521,421620498,"['4213720917', '4213720909', '4213720908', '4213720916', '4213720917']", ,generator, , , , ,Deutsche Bahn AG, , , , , , , , , , , , , , , , , , , , , ,solar, , , , , ,2002, ,photovoltaic, , , , ,14.6 kWp, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,solar_photovoltaic_panel, , , , , , , , , , , , , , , ,Bing 2013, , , , , , , , , , , , , , , , , 
522,421620499,"['4213720921', '4213720913', '4213720912', '4213720920', '4213720921']", ,generator, , , , ,Deutsche Bahn AG, , , , , , , , , , , , , , , , , , , , , ,solar, , , , , ,2002, ,photovoltaic, , , , ,14.6 kWp, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,solar_photovoltaic_panel, , , , , , , , , , , , , , , ,Bing 2013, , , , , , , , , , , , , , , , , 
523,421620500,"['4213720899', '4213720687', '4213720685', '4213720897', '4213720899']", ,generator, , , , ,Deutsche Bahn AG, , , , , , , , , , , , , , , , , , , , , ,solar, , , , , ,2002, ,photovoltaic, , , , ,14.6 kWp, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,solar_photovoltaic_panel, , , , , , , , , , , , , , , ,Bing 2013, , , , , , , , , , , , , , , , , 
524,421620501,"['4213720896', '4213720683', '4213720681', '4213720893', '4213720896']", ,generator, , , , ,Deutsche Bahn AG, , , , , , , , , , , , , , , , , , , , , ,solar, , , , , ,2002, ,photovoltaic, , , , ,14.6 kWp, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,solar_photovoltaic_panel, , , , , , , , , , , , , , , ,Bing 2013, , , , , , , , , , , , , , , , , 
525,422054230,"['4217788523', '4217788505', '4217788511', '4217788526', '4217788523']", ,substation, , , , , , , , , , , , ,Geoportal Berlin / ALKIS, , , ,yes, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
526,422628044,"['4223686066', '4223686056', '4223686063', '4223686069', '4223686066']", , , , , , , , , , , , , , ,Geoportal Berlin / ALKIS, , , ,power, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
527,422928031,"['4226500052', '4226500034', '4226500049', '4226500056', '4226500052']", ,substation, , , , , , , , , , , , ,Geoportal Berlin / ALKIS, , , ,yes, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
528,423871584,"['4233891371', '4233891376', '4233891381', '4233891377', '4233891371']", , , , , , , , , , , , , , ,Geoportal Berlin / ALKIS, , , ,power, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
529,423871597,"['4233888250', '4233888247', '4233888249', '4233888254', '4233888250']", , , , , , , , , , , , , , ,Geoportal Berlin / ALKIS, , , ,power, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
530,423871598,"['4233891374', '4233891383', '4233891496', '4233891387', '4233891374']", , , , , , , , , , , , , , ,Geoportal Berlin / ALKIS, , , ,power, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
531,425338037,"['4246739548', '4246739553', '4246739557', '4246739550', '4246739548']", ,substation, , , , , , , , , , , , ,Geoportal Berlin / ALKIS, , , ,yes, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
532,428788318,"['4278828746', '4278828745', '4278828743', '4278828744', '4278828746']", ,generator, , , , ,DB, , , , ,ZSA Solarmover, , , , , , , , , , , , , , , , ,solar, , , , , , , ,photovoltaic, , , , ,yes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,solar_photovoltaic_panel, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
533,435008677,"['4329431015', '4329431016', '4329431018', '4329431017', '4329431015']",U-7074,transformer, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
534,435050462,"['4329873424', '4329873423', '4329873413', '4329873414', '4329873424']", ,generator, , , , , , , , , , , , , , , , , , , , , , , , , , ,solar, , , , , , , ,photovoltaic, , , , ,12 kWp, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,solar_photovoltaic_panel, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
535,435050463,"['4329872785', '4329872784', '4329872764', '4329872765', '4329872785']", ,generator, , , , , , , , , , , , , , , , , , , , , , , , , , ,solar, , , , , , , ,photovoltaic, , , , ,12 kWp, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,solar_photovoltaic_panel, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
536,435050464,"['4329873426', '4329873425', '4329873415', '4329873416', '4329873426']", ,generator, , , , , , , , , , , , , , , , , , , , , , , , , , ,solar, , , , , , , ,photovoltaic, , , , ,12 kWp, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,solar_photovoltaic_panel, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
537,435050465,"['4329873428', '4329873427', '4329873417', '4329873418', '4329873428']", ,generator, , , , , , , , , , , , , , , , , , , , , , , , , , ,solar, , , , , , , ,photovoltaic, , , , ,6 kWp, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,solar_photovoltaic_panel, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
538,435050466,"['4329873422', '4329873421', '4329873411', '4329873412', '4329873422']", ,generator, , , , , , , , , , , , , , , , , , , , , , , , , , ,solar, , , , , , , ,photovoltaic, , , , ,12 kWp, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,solar_photovoltaic_panel, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
539,435050467,"['4329873401', '4329873400', '4329872780', '4329872781', '4329873401']", ,generator, , , , , , , , , , , , , , , , , , , , , , , , , , ,solar, , , , , , , ,photovoltaic, , , , ,6 kWp, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,solar_photovoltaic_panel, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
540,435050468,"['4329873399', '4329873398', '4329872778', '4329872779', '4329873399']", ,generator, , , , , , , , , , , , , , , , , , , , , , , , , , ,solar, , , , , , , ,photovoltaic, , , , ,12 kWp, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,solar_photovoltaic_panel, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
541,435050469,"['4329872783', '4329872782', '4329872762', '4329872763', '4329872783']", ,generator, , , , , , , , , , , , , , , , , , , , , , , , , , ,solar, , , , , , , ,photovoltaic, , , , ,6 kWp, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,solar_photovoltaic_panel, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
542,435050470,"['4329873391', '4329873390', '4329872770', '4329872771', '4329873391']", ,generator, , , , , , , , , , , , , , , , , , , , , , , , , , ,solar, , , , , , , ,photovoltaic, , , , ,12 kWp, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,solar_photovoltaic_panel, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
543,435050471,"['4329873393', '4329873392', '4329872772', '4329872773', '4329873393']", ,generator, , , , , , , , , , , , , , , , , , , , , , , , , , ,solar, , , , , , , ,photovoltaic, , , , ,12 kWp, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,solar_photovoltaic_panel, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
544,435050472,"['4329873395', '4329873394', '4329872775', '4329872774', '4329873395']", ,generator, , , , , , , , , , , , , , , , , , , , , , , , , , ,solar, , , , , , , ,photovoltaic, , , , ,6 kWp, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,solar_photovoltaic_panel, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
545,435050473,"['4329873389', '4329872788', '4329872768', '4329872769', '4329873389']", ,generator, , , , , , , , , , , , , , , , , , , , , , , , , , ,solar, , , , , , , ,photovoltaic, , , , ,6 kWp, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,solar_photovoltaic_panel, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
546,435050476,"['4329872787', '4329872786', '4329872766', '4329872767', '4329872787']", ,generator, , , , , , , , , , , , , , , , , , , , , , , , , , ,solar, , , , , , , ,photovoltaic, , , , ,12 kWp, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,solar_photovoltaic_panel, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
547,435050477,"['4329873397', '4329873396', '4329872776', '4329872777', '4329873397']", ,generator, , , , , , , , , , , , , , , , , , , , , , , , , , ,solar, , , , , , , ,photovoltaic, , , , ,12 kWp, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,solar_photovoltaic_panel, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
548,435050479,"['4329873420', '4329873419', '4329873409', '4329873410', '4329873420']", ,generator, , , , , , , , , , , , , , , , , , , , , , , , , , ,solar, , , , , , , ,photovoltaic, , , , ,6 kWp, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,solar_photovoltaic_panel, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
549,436843584,"['4347027785', '4347027786', '4347027787', '4347027788', '4347040389', '4347040390', '4347027785']", ,generator, , , , , , , , , ,Notstromanlage, , , , , , ,yes, , , , , , , , , ,diesel, , , , , ,2014, , ,electricity, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
550,437309401,"['4351255325', '4351255326', '4351255324', '4351255323', '4351255325']", ,substation, , , , , , , , , , , , , , , , ,yes, , , , , , , , , , , , , , , , , , , , , , , ,flat, , , ,1, ,2, , , , , , , , , , , , , , ,stone, , , , , , , , , , , ,tar_paper, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
551,439032533,"['4366587718', '4366587719', '4366587715', '4366587714', '4366587718']", ,generator, , , , , , , , , , , , , , , , , , , , , , , , , , ,solar, , , , , , , ,photovoltaic, , , , ,yes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,solar_photovoltaic_panel, , , , , , , , , , , , , , , , ,roof, , , , , , , , , , , , , , , , 
552,439032534,"['4366587730', '4366587731', '4366587727', '4366587726', '4366587730']", ,generator, , , , , , , , , , , , , , , , , , , , , , , , , , ,solar, , , , , , , ,photovoltaic, , , , ,yes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,solar_photovoltaic_panel, , , , , , , , , , , , , , , , ,roof, , , , , , , , , , , , , , , , 
553,439032535,"['4366587722', '4366587723', '4366587721', '4366587720', '4366587722']", ,generator, , , , , , , , , , , , , , , , , , , , , , , , , , ,solar, , , , , , , ,photovoltaic, , , , ,yes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,solar_photovoltaic_panel, , , , , , , , , , , , , , , , ,roof, , , , , , , , , , , , , , , , 
554,439032536,"['4366587739', '4366587740', '4366587735', '4366587734', '4366587739']", ,generator, , , , , , , , , , , , , , , , , , , , , , , , , , ,solar, , , , , , , ,photovoltaic, , , , ,yes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,solar_photovoltaic_panel, , , , , , , , , , , , , , , , ,roof, , , , , , , , , , , , , , , , 
555,439032537,"['4366587710', '4366587711', '4366587706', '4366587705', '4366587710']", ,generator, , , , , , , , , , , , , , , , , , , , , , , , , , ,solar, , , , , , , ,photovoltaic, , , , ,yes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,solar_photovoltaic_panel, , , , , , , , , , , , , , , , ,roof, , , , , , , , , , , , , , , , 
556,439032538,"['4366587716', '4366587717', '4366587713', '4366587712', '4366587716']", ,generator, , , , , , , , , , , , , , , , , , , , , , , , , , ,solar, , , , , , , ,photovoltaic, , , , ,yes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,solar_photovoltaic_panel, , , , , , , , , , , , , , , , ,roof, , , , , , , , , , , , , , , , 
557,439032539,"['4366587708', '4366587709', '4366587704', '4366587703', '4366587708']", ,generator, , , , , , , , , , , , , , , , , , , , , , , , , , ,solar, , , , , , , ,photovoltaic, , , , ,yes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,solar_photovoltaic_panel, , , , , , , , , , , , , , , , ,roof, , , , , , , , , , , , , , , , 
558,439032540,"['4366587728', '4366587729', '4366587725', '4366587724', '4366587728']", ,generator, , , , , , , , , , , , , , , , , , , , , , , , , , ,solar, , , , , , , ,photovoltaic, , , , ,yes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,solar_photovoltaic_panel, , , , , , , , , , , , , , , , ,roof, , , , , , , , , , , , , , , , 
559,439032541,"['4366587737', '4366587738', '4366587733', '4366587732', '4366587737']", ,generator, , , , , , , , , , , , , , , , , , , , , , , , , , ,solar, , , , , , , ,photovoltaic, , , , ,yes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,solar_photovoltaic_panel, , , , , , , , , , , , , , , , ,roof, , , , , , , , , , , , , , , , 
560,441961569,"['4396477432', '4396477429', '4396477608', '4396477469', '4396477432']", ,substation, , , , , , , , , , , , , , , , ,industrial, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
561,447048776,"['4442483493', '4442483491', '4442483490', '9053773745', '4442483492', '4442483493']",62250,substation, , , , , , , , , , , , , , , , ,service,minor_distribution, , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
562,449854101,"['4467745058', '4467745059', '604560124', '5564313487', '5564313484', '604560133', '595631782']", ,cable, , ,110000, ,Stromnetz Berlin,50, , , , ,-5,underground, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
563,450135547,"['4470573560', '4470573561', '4470573558', '4470573559', '4470573557', '4470573556', '4470573560']", ,substation, , , , ,DB Fernverkehr, , , , , , , , , , , ,yes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
564,453714891,"['4504123460', '4504123459', '4504123458', '4504123457', '4504123460']",66815,substation, , , , , , , , , , , , , , , , ,service,minor_distribution, , , , , , , , , , , , , , , , , , , , , , ,flat, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
565,454645869,"['848859728', '4511869234', '7621256534']", ,line, , ,220000, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
566,454748749,"['4512768016', '4512768017', '4512768018', '4512768019', '4512768016']", ,transformer, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
567,454749470,"['4512774595', '4512774596']", ,line, , , , , , , , , ,SF6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
568,454749833,"['4512778048', '4512778049', '4512778050', '4512778051', '4512778048']", ,transformer, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
569,454750063,"['4512780146', '4512780147', '4512780148', '4512780149', '4512780146']", ,transformer, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
570,457373516,"['4535282262', '4535282261', '4535282260', '4535282259', '4535282262']", ,substation, , , , , , , , , , , , , , , , ,service,minor_distribution, , , , , , , , , , , , , , , , , , , , , , ,flat, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
571,461094257,"['2294114468', '4566434922', '4566434921', '4566434920', '4566434919', '4566434918', '4566434917', '4566434916', '4566434915', '4566434914', '4566434913', '4566434912', '4566434911', '4566434910', '4566434909', '2294127278']", ,cable, , ,110000, ,Stromnetz Berlin,50, , , , ,-1,underground, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
572,461452932,"['4569437956', '4569437955', '4569437954', '4569437953', '4569437956']", ,generator, , , , ,Techem Energy Contracting GmbH, , , , ,Wärmeerzeugungsanlage, , , , , , ,service, , , , , , , , , ,gas, , , , , , , ,combustion, , , , ,yes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,yes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
573,466691540,"['4614343794', '4614343799', '4614343798', '6915271060', '4614343794']",53132,substation, , ,10000;400, ,Stromnetz Berlin GmbH, , , , , , , , , , , ,service,minor_distribution, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
