,ID,Members,cables,frequency,from,name,operator,operator:wikidata,operator:wikipedia,route,to,type,voltage,wires,colour,note,via,ref,fixme,old_operator,old_name,note:de,operator:abbr,via:2,capacity,name:de,ref:1,operator:short,rating,wikidata,wikipedia,fre,network,source
421,1174138,"['24799890', '93278568', '26982408', '77179264', '60027209', '112657699', '24534621', '24534620']",3,50, ,Lank West,RWE,Q138133,de:RWE,power, ,route,110000,single,red, , , , , , , , , , , , , , , , , , , 
422,1174139,"['24799890', '93278568', '26982408', '77179264', '60027209', '112657699', '24534621', '24534620']",3,50, ,Lank Ost,RWE,Q138133,de:RWE,power, ,route,110000,single,yellow, , , , , , , , , , , , , , , , , , , 
423,1174140,"['24799890', '93278536', '26982408', '77179264', '60027209', '91677026', '81154886', '59737873', '81234902', '37449524', '92024102', '92024104', '230246836', '92024105']",3,50,Osterath,Stratum Ost,Amprion,Q477318,de:Amprion,power,Rheinhausen,route,220000,double,white with red triangle, , , , , , , , , , , , , , , , , , , 
424,1174141,"['24799890', '77179279', '77179292', '77179287', '77179280']",3,50, ,Krefeld Ost,RWE,Q138133,de:RWE,power, ,route,110000,single,blue, , , , , , , , , , , , , , , , , , , 
425,1174142,"['93278553', '77179249', '77179292', '77179251', '909244236', '24799890']",3,50,Krefeld,Fichtenhain West,Amprion,Q477318,de:Amprion,power,Osterath,route,220000,double,yellow, , , , , , , , , , , , , , , , , , , 
426,1174143,"['24799890', '93278536', '26982408', '77179264', '108549299', '1040551074']",3,50,Osterath,Gellep West,Amprion,Q477318,de:Amprion,power,Gellep,route,220000,double,blue, , , , , , , , , , , , , , , , , , , 
427,1174144,"['24799890', '28614169', '77179268', '77179275', '188926046', '93404925', '909244237', '909244240']",3,50, ,Willich Nord,RWE,Q138133,de:RWE,power, ,route,110000,single,red, , , , , , , , , , , , , , , , , , , 
428,1174145,"['77179285', '77179253', '93278527', '28614063']",3,50, ,Büderich Nord,RWE,Q138133,de:RWE,power, ,route,110000,single,violet, , , , , , , , , , , , , , , , , , , 
429,1182294,"['152403632', '88455818', '152403657', '908473136', '78043300', '841975637', '159698954', '90148336', '908473137', '908473138', '152403661', '207578308', '152403697', '152403718', '207579638']",3,50,Dauersberg,Heller Ost,Amprion, , ,power, ,route,220000,double,green, , , , , , , , , , , , , , , , , , , 
430,1182295,"['29053681', '432711348', '58414560', '284696098', '284696097', '52524018', '52524019', '917502129', '909266175', '920000959', '22964137']",3,50, ,Hörde - Kruckel Nord,Westnetz,Q2807462,de:Westnetz,power, ,route,110000,single,blue, , , , , , , , , , , , , , , , , , , 
431,1182296,"['97826922', '818573393', '818573390', '818573392', '818573391', '818573388', '29327021', '174929805', '506134101', '89774171']",2,16.7,Rudersdorf,Rudersdorf - Finnentrop 1,DB Energie GmbH,Q1152043,de:DB Energie,power,Finnentrop,route,110000,single, , , ,1, , , , , , , , , , , , , , , , 
432,1182297,"['152403690', '159656232', '159656237', '152403612', '153698185', '207578309', '152403677', '152403718', '207579638', '152403632']",3,50, ,Struthütten Nord,RWE, , ,power, ,route,110000,single,upper half black;lower half red, , , , , , , , , , , , , , , , , , , 
433,1182298,"['432711349', '58414558', '58414560', '284696098', '920000959', '284696097', '52524018', '52524019', '917502129', '909266176', '22964137', '52524036', '52524033']",3,50, ,Hörde - Kruckel Süd,Westnetz,Q2807462,de:Westnetz,power, ,route,110000,single,black, , , , , , , , , , , , , , , , , , , 
434,1190711,"['112551554', '201775653', '201775661', '79174511', '52945370', '52889944']",3,50, ,Repelen West,RWE, , ,power, ,route,110000,double;single,white, , , , , , , , , , , , , , , , , , , 
435,1190712,"['24479876', '9829285']",3,50, ,Gellep - Mitte Ltg 1,SWK Energie, , ,power, ,route,110000,single,red,keine RWE-Mastschilder, , , , , , , , , , , , , , , , , , 
436,1190713,"['89287233', '89287239', '114732385']",3,50, ,Neuss West,RWE,Q138133,de:RWE,power, ,route,110000,double,yellow, , , , , , , , , , , , , , , , , , , 
437,1190714,"['24479876', '114531753']",3,50, ,Gellep - Mitte Ltg 2,SWK Energie, , ,power, ,route,110000,single,blue,keine RWE-Mastschilder, , , , , , , , , , , , , , , , , , 
438,1190715,"['1040551074', '143032702', '60027209', '91677026', '81154886', '81234907', '91854336']",3,50,Gellep,Stratum West,Amprion, , ,power,Mündelheim,route,220000,double,green with white triangle, , , , , , , , , , , , , , , , , , , 
439,1190716,"['118416316', '909299126', '909299127', '118416323', '79174487', '59583687', '32993727', '26927264']",3,50, ,Auenheim Nord,RWE, , ,power, ,route,110000,double;single,black, , , , , , , , , , , , , , , , , , , 
440,1190717,['24534264'],3,50, ,Gellep-Hafen Ltg 1,SWK Energie, , ,power, ,route,110000,single,red,keine RWE-Mastschilder, , , , , , , , , , , , , , , , , , 
441,1190718,"['1088482990', '1088482992', '909299121', '79174486', '26927264', '229258805', '95346134']",3,50, ,Tollhausen Nord,RWE, , ,power, ,route,110000,single,blue, , , , , , , , , , , , , , , , , , , 
442,1190719,['24534264'],3,50, ,Gellep-Hafen Ltg 2,SWK Energie, , ,power, ,route,110000,single,yellow,keine RWE-Mastschilder, , , , , , , , , , , , , , , , , , 
443,1190720,"['23380800', '112442729', '292627381', '92877620', '24532884', '24532883', '24532881', '24479984']",3,50,Utfort,Ürdingen West,Amprion, , ,power,Uerdingen,route,220000,double;single,white,auf den Masten miit Ü geschrieben!, , , , , , , , , , , , , , , , , , 
444,1190721,"['1088482989', '1088482991', '909299122', '79174486', '229258806', '26927264', '95346134']",3,50, ,Tollhausen Süd,RWE, , ,power, ,route,110000,single,white, , , , , , , , , , , , , , , , , , , 
445,1190722,"['118416316', '909299126', '909299127', '118416323', '79174487', '59583687', '32993727', '26927264']",3,50, ,Glesch Nord,RWE, , ,power, ,route,110000,single,orange, , , , , , , , , , , , , , , , , , , 
446,1190723,"['23380800', '112442618', '112442619', '79174511', '114805112', '24532884', '24479989', '112454226', '112454229', '92877636', '24479976', '81234911', '91854336']",3,50,Utfort,Mündelheim Nord,Amprion, , ,power,Mündelheim,route,220000,quad;double,red, , , , , , , , , , , , , , , , , , , 
447,1190724,"['89287233', '89287239', '114732385']",3,50, ,Neuss Ost,RWE,Q138133,de:RWE,power, ,route,110000,double,red, , , , , , , , , , , , , , , , , , , 
448,1190725,"['23104138', '109195941', '95346129', '95346140', '95346122', '95346128', '109195938', '24841696', '118416312', '118416321', '909299124', '909299125', '34171463', '26927264']",3,50, ,Glesch Süd,RWE,Q138133,de:RWE,power, ,route,110000,double;single,green, , , , , , , , , , , , , , , , , , , 
449,1201576,"['432637937', '29078783', '119312271', '29462660', '865746955', '865746956', '29462657', '432637927']",3,50, ,Oer - Sinsen,RWE, , ,power, ,route,110000,single,white, , , , , , , , , , , , , , , , , , , 
450,1201577,"['84971291', '141028314', '114118656', '84971286', '97819216', '140809622', '98998926', '98998927', '979463593', '979463594', '295506278', '295506279', '79814404', '59633888']",3,50, ,Arpe - Olsberg,RWE, , ,power, ,route,110000,single,violet, , , , , , , , , , , , , , , , , , , 
451,1201578,"['97819214', '97819216', '140809622', '98998926', '98998927', '979463593', '979463594', '295506278', '268992820', '42797587', '979463595', '979463610', '151586338', '242865671', '152255208', '42797585', '152255205', '42797575', '42797586']",3,50, ,Nehden - Schmallenberg,RWE, , ,power, ,route,110000,single,yellow, , , , , , , , , , , , , , , , , , , 
452,1201579,"['29078533', '627401182', '865746957', '683446362', '79814403', '119312271', '29078779', '432637940', '432637927']",3,50, ,Lippramsdorf - Oer,RWE, , ,power, ,route,110000,single,orange, , , , , , , , , , , , , , , , , , , 
453,1204380,"['26661873', '1088085416', '34095535', '34409260', '140934860', '60980061', '88818110', '842199266', '204863393', '842199267', '80589162', '25426571']",3,50, ,Siersdorf Ost,RWE, , ,power, ,route,110000,single,blue, , , , , , , , , , , , , , , , , , , 
454,1204381,"['80130019', '143069423', '143069425', '143069429', '473786692', '31450986', '93544384', '93544388']", ,50, ,Berg West,RWE, , ,power, ,route,110000,double,red, , , , , , , , , , , , , , , , , , , 
455,1204382,"['80130031', '842193688', '842193690', '842193689', '842193691', '140568797', '140568791', '24270331', '24268944']",3,50, ,Haaren Ost,RWE, , ,power, ,route,110000,single,blue, , , , , , , , , , , , , , , , , , , 
456,1204383,"['26661873', '1088085416', '34095535', '34409260', '140934860', '60980061', '88818110', '842199266', '204863393', '842199267', '80589162', '25426571']",3,50, ,Siersdorf West,RWE, , ,power, ,route,110000,single,yellow, , , , , , , , , , , , , , , , , , , 
457,1204384,"['909772773', '80130034', '909772779', '88372947', '909772774', '94059594', '909772780', '909772783', '909772784', '909772781']",3,50, ,Linnich Nord Ltg,RWE, , ,power, ,route,110000,single,yellow diamonds on black, , , , , , , , , , , , , , , , , , , 
458,1208414,"['92356657', '80503431', '38569934', '911506271', '38569681']",3,50, ,Wallach Ost,RWE, , ,power, ,route,110000,single,yellow, , , , , , , , , , , , , , , , , , , 
459,1208415,"['107271573', '107175382', '24462103', '112656527', '112656521', '23380800']",3,50,Walsum,Lohheide West,Amprion, , ,power,Utfort,route,380000,quad,yellow, , , , , , , , , , , , , , , , , , , 
460,1208416,"['92356657', '80503431', '38569934', '911506272', '38569681']",3,50, ,Wallach West,RWE, , ,power, ,route,110000,single,red, , , , , , , , , , , , , , , , , , , 
461,1208417,"['76185022', '76185013', '107175372', '107271567', '24478941', '107175383', '24462103', '112656527', '23492650', '23380800']",3,50,Zensenbusch,Zensenbusch Süd,Amprion, , ,power,Utfort,route,380000,quad,red, , , , , , , , , , , , , , , , , , , 
462,1208426,"['24462426', '1054088851', '116733940', '119423361', '119424764', '60725331', '906381479', '907802871', '60725327', '215588644', '215588645', '215588444', '215588442', '60495998', '215584957', '34217055', '25393442', '22710060', '132505187', '23084417']",3,50,Niederrhein,Pfalzdorf Nord,Amprion,Q477318,de:Amprion,power,Pfalzdorf,route,220000,double,violet, , , , , , , , , , , , , , , , , , , 
463,1208427,"['442554805', '215584936', '215584949', '215584947', '215584940', '34217056', '25393442', '215422379', '215588643', '60725327', '907802871', '906381479', '60725331', '234950912', '311654687', '311654715', '178664505', '50317585', '50317584', '443639977', '54411776', '97949455', '34122030', '442555164', '215588645', '215588443', '111498375', '215588442', '60495998', '215584957']",3,50, ,Xanten Ost,RWE,Q138133,de:RWE,power, ,route,110000, ,red, , , , , , , , , , , , , , , , , , , 
464,1224880,"['24921206', '156501301', '81354097', '81354080', '81354089', '156917877', '103408892', '103407919', '911724192', '105146921', '46968076', '105249315', '37554416']",3,50,Büscherhof,Emscher Nord,Amprion, , ,power,Hamborn,route,220000,double,white, , , , , , , , , , , , , , , , , , , 
465,1224881,"['24921206', '156501301', '81354097', '81354080', '81354089', '156917877', '103408892', '103407919', '911724192', '105146921', '46968076', '105249321', '37554416']",3,50,Büscherhof,Emscher Süd,Amprion, , ,power,Hamborn,route,220000,double,yellow, , , , , , , , , , , , , , , , , , , 
466,1225767,"['91854336', '91677028', '37449524', '92024102', '92024104', '230246837', '92024105']",3,50,Mündelheim,Rheinhausen West,Amprion, , ,power,Rheinhausen,route,220000,double,blue, , , , , , , , , , , , , , , , , , , 
467,1225768,"['91854336', '81234911', '24479976', '92877636', '112454229', '112454226', '24532882', '24532881', '24479984']",3,50,Mündelheim,Mündelheim Süd,Amprion, , ,power,Uerdingen,route,220000,double,blue, , , , , , , , , , , , , , , , , , , 
468,1225769,"['92877616', '92877623', '92877636', '24479976', '81234911', '91854336']",3,50,Huckingen,Huckingen 2b,Amprion, , ,power,Mündelheim,route,220000,double,yellow, , , , , , , , , , , , , , , , , , , 
469,1231276,"['82162837', '125579075', '83689677', '42825198', '82077681', '42809973']",3,50, ,Holzen,Westnetz,Q2807462,de:Westnetz,power, ,route,110000,single,yellow, , , , , , , , , , , , , , , , , , , 
470,1232254,"['92314598', '33549479', '62643637', '311654712', '111667806', '92356660', '92356652', '92356673', '92356679', '92356620', '311654703', '92356639']",3,50, ,Geldern Ost,RWE, , ,power, ,route,110000,single,yellow, , , , , , , , , , , , , , , , , , , 
471,1232260,"['34930290', '111667802']",3,50, ,Breyell Nord,RWE, , ,power, ,route,110000,single,red, , , , , , , , , , , , , , , , , , , 
472,1232262,"['92314598', '33549479', '62643637', '311654712', '111667810', '92356660', '92356626', '92356673', '92356679', '92356620', '311654684', '92356639']",3,50, ,Geldern West,RWE, , ,power, ,route,110000,single,red, , , , , , , , , , , , , , , , , , , 
473,1246568,"['149332048', '269310963', '28397771', '954175160']",3,50, ,121,EON, , ,power, ,route,110000,single, , , ,121,Spannung unsicher, , , , , , , , , , , , , , , 
474,1252140,"['42488855', '125579110', '263112113', '42488862', '125119301', '141030672', '753667719', '392633514', '138683610', '42802843']",3,50, ,Lippborg - Niedereimer,Westnetz, , ,power, ,route,110000, ,blue, , , , , , , , , , , , , , , , , , , 
475,1252151,"['42825199', '909117876', '909117877', '284858230', '284858229', '83689677', '125579074', '42809973', '801391944']",3,50, ,Dellwig - Unna West,Westnetz, , ,power, ,route,110000,single,orange, , , , , , , , , , , , , , , , , , , 
476,1252153,"['42825199', '909117876', '909117877', '284858230', '284858229', '83689677', '125579073', '801391944']",3,50, ,Dellwig - Unna Ost,Westnetz, , ,power, ,route,110000,single,white, , , , , , , , , , , , , , , , , , , 
477,1252154,"['125579086', '125579079', '42809973', '180722402', '180722400', '42809339', '42809626', '180724919', '42809340', '42809772']",3,50, ,Unna,Westnetz, , ,power, ,route,110000,single,green, , , , , , , , , , , , , , , , , , , 
478,1269219,"['141028316', '114118659', '114118656', '84971286', '97819214']",3,50, ,Arpe - Schmallenberg,RWE, , ,power, ,route,110000,single,green, , , , , , , , , , , , , , , , , , , 
479,1269238,"['141028317', '114118659', '114118656', '84971287', '817442325', '817442329']",3,50, ,Berghausen Ost,RWE, , ,power, ,route,110000,single,orange, , , , , , , , , , , , , , , , , , , 
480,1269245,"['141028318', '141028314', '114118656', '84971287', '817442325', '817442329']",3,50, ,Berghausen West,RWE, , ,power, ,route,110000,single,white, , , , , , , , , , , , , , , , , , , 
481,1280774,"['29374385', '906775216', '242344359', '242344356', '242344338', '242344344', '242344335', '154327383', '906775215', '806238478', '26553599', '118905777', '501902865', '242346899', '242343111', '126752807', '25341512', '87754964']",2,16.7,Köln,Köln - Sindorf 1,DB Energie GmbH,Q1152043,de:DB Energie,power,Sindorf,route,110000,single, , , ,1, , , , , , , , , , , , , , , , 
482,1280775,"['906855924', '35236478', '27802357', '500230258', '54071647', '28873123', '29374746', '28871828', '37623142', '28595143', '154327377', '62306706', '906855916', '62306710', '29374385', '500230250', '40123591', '329764757', '329764761', '500214514', '25331495']",2,16.7,Köln,Köln - Gerresheim 2,DB Energie GmbH,Q1152043,de:DB Energie,power,Gerresheim,route,110000,single, , ,Köln-Mülheim,2, , , , , ,Langenfeld, , , , , , , , , , 
483,1280776,"['29374385', '154327383', '906775215', '906775216', '242343110', '242344341', '242344353', '242344356', '242344347', '242344349', '328148289', '242343111', '126752807', '25341512', '806238478', '26553599', '118905777', '501902864', '87754964']",2,16.7,Köln,Köln - Sindorf 2,DB Energie GmbH,Q1152043,de:DB Energie,power,Sindorf,route,110000,single, , , ,2, , , , , , , , , , , , , , , , 
484,1280777,"['88143782', '416851918', '37832750', '37832751', '87322402', '88143778', '501899335', '501899580', '47248252', '47248249', '416851895', '906775218', '29374385', '500239791', '87322407', '30853218']",2,16.7,Orscheid,Orscheid - Köln 1,DB Energie GmbH,Q1152043,de:DB Energie,power,Köln,route,110000,single, , ,Herchen,1, , , , , ,Siegburg, , , , , , , , , , 
485,1280778,"['906855923', '35236478', '27802357', '500230258', '54071647', '28873123', '29374746', '28871828', '37623142', '28595143', '154327377', '62306706', '906855918', '62306710', '29374385', '500230250', '40123591', '91225547', '28878240', '500214527', '25331495']",2,16.7,Köln,Köln - Gerresheim 1,DB Energie GmbH,Q1152043,de:DB Energie,power,Gerresheim,route,110000,single, , ,Köln-Mülheim,1, , , , , ,Langenfeld, , , , , , , , , , 
486,1280779,"['88143782', '416851866', '37832750', '37832751', '87322402', '88143778', '501899333', '501899580', '47248252', '47248249', '416851895', '906775217', '29374385', '500239790', '87322407', '30853218']",2,16.7,Orscheid,Orscheid - Köln 2,DB Energie GmbH,Q1152043,de:DB Energie,power,Köln,route,110000,single, , ,Herchen,2, , , , , ,Siegburg, , , , , , , , , , 
487,1296178,"['66011872', '156140554', '25495750', '157903631', '113547739']",3,50, ,Hattingen - Schwelm,RWE,Q138133,de:RWE,power, ,route,110000,double,red, , , , , , , , , , , , , , , , , , , 
488,1364570,"['24267175', '42557789', '32433650', '94059570']",3,50, ,Westfeld 4d,RWE,Q138133,de:RWE,power, ,route,110000,double,red, , , , , , , , , , , , , , , , , , , 
489,1364571,"['24267175', '1088355812', '94059593', '32433650', '94059567', '94059599']",3,50, ,Westfeld 2b,RWE,Q138133,de:RWE,power, ,route,110000,single,green, , , , , , , , , , , , , , , , , , , 
490,1364572,"['24267175', '42557789', '32433650', '94059570']",3,50, ,Westfeld 3c,RWE,Q138133,de:RWE,power, ,route,110000,double,yellow, , , , , , , , , , , , , , , , , , , 
491,1467099,"['103407919', '911724192', '105146921', '46969057', '32433096', '35326440', '32433097']",3,50, ,Buschhausen West,RWE, , ,power, ,route,110000,single,green, , , , , , , , , , , , , , , , , , , 
492,1467102,"['105249322', '105146921', '911724192', '32433096', '35326440', '32433097', '103407919']",3,50, ,Buschhausen Ost,RWE, , ,power, ,route,110000,single,upper half green; lower half white, , , , , , , , , , , , , , , , , , , 
493,1474822,"['107172728', '104110369', '46852081']",3,50, ,Wehofen Ost,RWE, , ,power, ,route,110000,single,red, , , , , , , , , , , , , , , , , , , 
494,1474823,"['71838998', '71503602', '118625787']",3,50, ,Kreuzkamp West,RWE, , ,power, ,route,110000,single, , , , , , , , , , , , , , , , , , , , 
495,1491471,"['850482665', '105146908', '105249316', '105249318']",3,50, ,Holten West,RWE, , ,power, ,route,110000,single,blue, , , , , , , , , , , , , , , , , , , 
496,1491474,"['24478889', '24478905', '107271547', '107175373', '107271566', '46967672', '105146917', '105146926', '37554416']",3,50,Walsum,Walsum Süd,Amprion, , ,power,Hamborn,route,220000,double,red, , , , , , , , , , , , , , , , , , , 
497,1491475,"['107271545', '35834614', '107271566', '46967672', '105146917', '46968237']",3,50, ,Aldenrade Süd,RWE, , ,power, ,route,110000,single,red with white dot, , , , , , , , , , , , , , , , , , , 
498,1491476,"['105249313', '105146905', '76344483', '152357359', '105124305', '105124302', '107172728']",3,50, ,Wehofen West,RWE, , ,power, ,route,110000,single,blue, , , , , , , , , , , , , , , , , , , 
499,1491477,"['24478889', '24478905', '107175371', '107175377', '107271545', '35834614', '107271566', '46967672', '105146917', '105249314', '37554416']",3,50,Walsum,Walsum Nord,Amprion, , ,power,Hamborn,route,220000,double,yellow, , , , , , , , , , , , , , , , , , , 
500,1491478,"['35834711', '234950803', '234950804', '107175373', '107271566', '46967672', '105146917', '105249317', '46857204', '107172726']",3,50, ,Aldenrade Nord,RWE, , ,power, ,route,110000,single,green, , , , , , , , , , , , , , , , , , , 
501,1491479,"['46968247', '105249316', '46852070']",3,50, ,Handbach Ost,Westnetz, , ,power, ,route,110000,single,red, , , , , , , , , , , , , , , , , , , 
502,1492694,"['156398578', '120408407', '88127392', '120390364', '92165133', '92165144', '121219184', '92165151', '27098669', '35115961', '92165122', '912130949', '912166805', '92165117', '92165134', '92165129']",3,50, ,Lennep Ost,Westnetz,Q2807462,de:Westnetz,power, ,route,110000,single,blue, , , , , , , , , , , , , , , , , , , 
503,1504254,"['97826922', '818573393', '818573390', '818573392', '818573391', '818573388', '97946663', '89287156', '28685459']",2,16.7,Rudersdorf,Rudersdorf - Fronhausen 1,DB Energie GmbH,Q1152043,de:DB Energie,power,Fronhausen,route,110000,single, , , , ,Richtung ist nicht sicher, , , , , , , , , , , , , , , 
504,1504270,"['87840914', '320451196', '87840921', '87322402', '1073873491', '1073873490', '380051736', '1073873484', '41211828', '87322408', '500239787', '87840929', '199468133', '87852793']",2,16.7,Orscheid,Orscheid - Montabaur 1,DB Energie GmbH, , ,power,Montabaur,route,110000,single, , ,Urbach, ,Richtung ist nicht sicher, , , , , , , , , , , , , , , 
505,1515568,"['111667813', '111667800']",3,50, ,Kempen Süd,RWE, , ,power, ,route,110000,single,yellow, , , , , , , , , , , , , , , , , , , 
506,1519975,"['42920726', '25038324', '106607610', '25039686', '25091926', '106498954', '432637935', '106607623', '106607639', '106498928', '25051359', '106498913']",3,50, ,Herten Ost,RWE, , ,power, ,route,110000,single,orange, , , , , , , , , , , , , , , , , , , 
507,1519977,"['106669926', '106607642', '432637938', '29282730']",3,50, ,Herne-Wanne,RWE, , ,power, ,route,110000,single,violet, , , , , , , , , , , , , , , , , , , 
508,1519980,"['42920726', '25038324', '106607610', '25039686', '25091926', '106498954', '432637936', '106607631', '106607639', '106498928', '25051359', '106498913']",3,50, ,Herten West,RWE, , ,power, ,route,110000,single,blue, , , , , , , , , , , , , , , , , , , 
509,1526966,"['850482665', '105146908', '46852070']",3,50, ,Holten Ost,Westnetz, , ,power, ,route,110000,single,green, , , , , , , , , , , , , , , , , , , 
510,1526967,"['107172726', '35834162']",3,50, ,Schacht 2/5,RWE, , ,power, ,route,110000,single,yellow dot, , , , , , , , , , , , , , , , , , , 
511,1526991,"['24462426', '24462308', '24462485', '24462486', '107153163', '107153162', '107175829', '107175832', '107175828', '107271555', '91323303', '374424757', '107175372', '107271567', '24478941', '107175383', '107175382', '107271573']",3,50,Niederrhein,Niederrhein West,Amprion, , ,power,Walsum Block 10,route,380000,quad,green, , , , , , , , , , , , , , , , , , , 
512,1527013,"['76185022', '76185013', '374424757', '91323303', '107271555', '107175828', '107175832', '107175829', '107153162', '107153163', '24462486', '24462485', '24462308', '24462426']",3,50,Zensenbusch,Zensenbusch Nord,Amprion, , ,power,Niederrhein,route,380000,quad,green with blue dot, , , , , , , , , , , , , , , , , , , 
513,1527963,"['24478913', '107271567', '91323302']",3,50, ,Eppinghoven Tr11,RWE, , ,power, ,route,110000,single,blue, , , , , , , , , , , , , , , , , , , 
514,1527965,"['24462323', '107175829', '107153162', '107153163', '24462486', '107271565', '917537987', '917537988']",3,50, ,Spellen Nord,RWE, , ,power, ,route,110000,double,red with white dot, , , , , , , , , , , , , , , , , , , 
515,1527967,"['35818345', '155496642', '314993197', '425102738', '425102737', '314993195', '107271566', '107175373', '107271547', '35834616', '24478889', '35818137']",3,50,Beeck,Beeck Tr212,Amprion, , ,power,Walsum,route,220000,double,red with blue dot, , , , , , , , , , , , , , , , , , , 
516,1527968,"['107271545', '107175377', '234950804', '234950803', '35834711']",3,50, ,Brusbach Ost,RWE, , ,power, ,route,110000,single,white, , , , , , , , , , , , , , , , , , , 
517,1527969,"['401873466', '107271574', '374424756', '374424755', '76185022']",3,50,Voerde,Voerde B,Amprion, , ,power,Zensenbusch,route,380000,quad,yellow, , , , , , , , , , , , , , , , , , , 
518,1527971,"['401873466', '107175370', '374424756', '107175380', '76185022']",3,50,Voerde,Voerde A,Amprion, , ,power,Zensenbusch,route,380000,quad,red, , , , , , , , , , , , , , , , , , , 
519,1527972,"['917537985', '24462323', '107175829', '107153162', '107153163', '24462486', '107271565', '917537987', '119423357']",3,50, ,Spellen Süd,RWE, , ,power, ,route,220000,double,red with blue dot, , , , , , , , , , , , , , , , , , , 
520,1527973,['215402883'],3,50, ,Fischertor Nord,RWE, , ,power, ,route,110000,single,red, , , , , , , , , , , , , , , , , , , 
521,1527974,"['107271545', '107175377', '234950804', '234950803', '35834711']",3,50, ,Brusbach West,RWE, , ,power, ,route,110000,single,blue, , , , , , , , , , , , , , , , , , , 
522,1527975,"['24478889', '107271552', '24478941', '107271567', '107175372', '374424757', '107175830', '24479003']",3,50,Walsum,Möllen Süd,Amprion, , ,power,Möllen,route,220000,double,yellow, , , , , , , , , , , , , , , , , , , 
523,1527976,"['76344432', '235821728', '107175828', '24462476', '107153162', '107175381', '24479171']",3,50, ,Sternbusch Tr13,RWE, , ,power, ,route,110000,single,violet, , , , , , , , , , , , , , , , , , , 
524,1527977,"['35833517', '425103273', '314993197', '425102738', '425102737', '314993195', '107271566', '107175373', '107271547', '24478905', '24478889', '35833592']",3,50,Schwelgern,Schwelgern Tr22,Amprion, , ,power,Walsum,route,220000,double,blue, , , , , , , , , , , , , , , , , , , 
525,1527978,"['107175828', '107175832']",3,50, ,Löhnen Tr3,RWE, , ,power, ,route,25000,single,yellow,Isolatoren nicht für 110kV geeignet, , , , , , , , , , , , , , , , , , 
526,1527979,['215402883'],3,50, ,Aue Tr12,RWE,Q138133,de:RWE,power, ,route,110000,single,yellow, , , , , , , , , , , , , , , , , , , 
527,1527980,"['35818137', '35818345', '155496642', '314993197', '425102738', '425102737', '314993195', '107271566', '107175373', '107271547', '35834616', '24478889']",3,50,Beeck,Beeck Tr211,Amprion, , ,power,Walsum,route,220000,double,yellow with blue dot, , , , , , , , , , , , , , , , , , , 
528,1527982,"['24479003', '107175831', '107271555', '107175828', '107175832', '24462323', '917537985', '24462317']",3,50,Möllen,Möllen Nord,Amprion,Q477318,de:Amprion,power,Spellen,route,220000,double,red, , , , , , , , , , , , , , , , , , , 
529,1527983,"['108095357', '24462485', '24462486', '107271550', '24479171', '24462426']",3,50, ,Emmelsum Süd,RWE, , ,power, ,route,110000,single,violet with green dot, , , , , , , , , , , , , , , , , , , 
530,1527984,"['24478889', '107271552', '24478941', '107271567', '107175372', '374424757', '91323303', '107271555', '107175828', '107175832', '24462323', '917537985', '24462317']",3,50,Walsum,Löhnen West,Amprion,Q477318,de:Amprion,power,Spellen,route,220000,double,white, , , , , , , , , , , , , , , , , , , 
531,1527985,"['108095357', '24462485', '24462486', '107271550', '24479171', '24462426']",3,50, ,Emmelsum Nord,RWE,Q138133,de:RWE,power, ,route,110000,single,yellow with blue dot, , , , , , , , , , , , , , , , , , , 
532,1531931,"['137381386', '109507318', '29282737', '432637934']",3,50, ,GkW Herne,RWE, , ,power, ,route,110000,single,white, , , , , , , , , , , , , , , , , , , 
533,1536592,"['746762671', '746762676', '504475007', '135722457', '746762663', '746762666', '746762664', '19826181', '92314579', '91936254']",3,50, ,Kleve Süd,RWE, , ,power, ,route,110000,double;single,yellow, , , , , , , , , , , , , , , , , , , 
534,1547541,"['119312270', '119312276', '119312282', '24415073', '492684044', '492684037', '119312277']",3,50, ,Erkenschwick - Lünen,RWE, , ,power, ,route,110000,single,violet, , , , , , , , , , , , , , , , , , , 
535,1547542,"['24415232', '29079349', '60541934', '109563300', '182389782', '42509126', '42508055', '241626236', '241626237', '241626238', '952594457', '952594482', '42507488', '952594481']",3,50,Elmenhorst,Cappenberg Süd,Amprion, , ,power,Gersteinwerk,route,220000,single,orange, , , ,"Stromkreis liegt beim USW Gersteinwerk auf iner 110kV Leitung, dort den Anschluss und ggf. die Leitung noch einmal prüfen.", , , , , , , , , , , , , , , 
536,1547543,"['23076726', '24415073', '492684044', '492684037', '119312283', '766727723']",3,50, ,Datteln - Lünen (RWE),Westnetz, , ,power, ,route,110000, ,orange, , , , , , , , , , , , , , , , , , , 
537,1547589,"['25506770', '152818529', '111499706', '41931527', '118904273', '42861708', '42861709', '118436919', '24960738', '31150728', '42507067', '123170765', '952594471', '123078485', '952594482', '24959946', '152317122', '42488850', '326910928']",3,50,Roxel,Uentrop Nord,Amprion, , ,power,Uentrop,route,380000,quad,red, ,Gersteinwerk, , , , , , , , , , , , , , , , , 
538,1547590,"['42861983', '111499706', '111499690', '269851491', '402657520', '227826460', '402657512', '269851493', '402657516', '402657513', '781378774', '210454310', '210454311', '81290301', '318815312', '781378776', '29472850', '111963057']",3,50, ,Borghorst - Münster,RWE, , ,power, ,route,110000,single,green, , , , , , , , , , , , , , , , , , , 
