,ID,Members,cables,frequency,from,name,operator,operator:wikidata,operator:wikipedia,route,to,type,voltage,wires,colour,note,via,ref,fixme,old_operator,old_name,note:de,operator:abbr,via:2,capacity,name:de,ref:1,operator:short,rating,wikidata,wikipedia,fre,network,source
539,1547591,"['227826460', '402657512', '402657520', '402657516', '402657513', '269851493', '269851491', '111499690', '111499706', '42861983', '29472850', '781378776', '318815312', '81290301', '136290891', '714741311']",3,50, ,Metelen - Münster,RWE, , ,power, ,route,110000,single,black, , , , , , , , , , , , , , , , , , , 
540,1547592,"['24523201', '402657514', '269851492', '152818526', '25506770']",3,50, ,Münster - Roxel West,RWE, , ,power, ,route,110000,single,yellow, , , , , , , , , , , , , , , , , , , 
541,1548410,"['632166208', '632166206', '632166196', '610525281', '648448735', '23084554', '25208640', '30286003', '32148946', '610525261', '22766160']",3,50,Brauweiler,Olefin West,Amprion,Q477318,de:Amprion,power,Sechtem,route,220000,double,blue, ,Bollenacker,4215, , , , , , , , , , , , , , , , 
542,1548412,"['23084554', '23098848', '925100283', '925100282', '33382745', '109195937', '24841789', '116050403', '59584547', '24839976']",3,50,Brauweiler,Rommerskirchen Ost,Amprion,Q477318,de:Amprion,power,Rommerskirchen,route,220000,quad;double,orange, , , , , , , , , , , , , , , , , , , 
543,1552522,"['24415217', '29079324', '113962706']",3,50, ,Lünen Süd,RWE, , ,power, ,route,110000,single,violet, , , , , , , , , , , , , , , , , , , 
544,1559500,"['92356678', '111667813']",3,50, ,Kempen Nord,RWE, , ,power, ,route,110000,single,red, , , , , , , , , , , , , , , , , , , 
545,1559501,"['111667809', '104472923', '90908526', '93052375', '93052373']",3,50, ,Süchteln Süd,RWE, , ,power, ,route,110000,single,red, , , , , , , , , , , , , , , , , , , 
546,1559502,"['34930290', '111667799']",3,50, ,Breyell Süd,RWE, , ,power, ,route,110000,single,yellow, , , , , , , , , , , , , , , , , , , 
547,1559522,"['111667805', '111667811', '24815262']",3,50, ,Waldniel Ost,RWE, , ,power, ,route,110000,single,red, , , , , , , , , , , , , , , , , , , 
548,1559523,"['169566558', '909778917', '18962431']",3,50, ,Dülken Ost,RWE, , ,power, ,route,110000,single,yellow, , , , , , , , , , , , , , , , , , , 
549,1559524,"['92983989', '111667808', '24815262']",3,50, ,Bracht Süd,RWE, , ,power, ,route,110000,single,green, , , , , , , , , , , , , , , , , , , 
550,1559525,"['169566558', '909778917', '18962431']",3,50, ,Dülken West,RWE, , ,power, ,route,110000,single,red, , , , , , , , , , , , , , , , , , , 
551,1559526,"['92983989', '111667803', '24815262']",3,50, ,Bracht Nord,RWE, , ,power, ,route,110000,single,red, , , , , , , , , , , , , , , , , , , 
552,1567134,"['24839976', '59584543', '325327279', '116050405', '24840438', '111356110', '111356085', '24840439']",3,50,Niederaußem,Niederaußem 6f,Amprion,Q477318,de:Amprion,power,Rommerskirchen,route,380000,quad;double,green, , , , , , , , , , , , , , , , , , , 
553,1570534,"['10097798', '42861989', '152818523', '22688604', '22689383']",3,50, ,Coerderweg Süd,RWE, , ,power, ,route,110000,single,green, , , , , , , , , , , , , , , , , , , 
554,1570538,['10097798'],3,50, ,Coerderweg-Waltrup Süd,RWE, , ,power, ,route,30000,single,violet, , , , , , , , , , , , , , , , , , , 
555,1570544,"['10097798', '42861989', '152818522', '22688605', '22689383']",3,50, ,Coerderweg Nord,RWE, , ,power, ,route,110000,single,white, , , , , , , , , , , , , , , , , , , 
556,1570555,['10097798'],3,50, ,Coerderweg-Waltrup Nord,RWE, , ,power, ,route,30000,single,yellow, , , , , , , , , , , , , , , , , , , 
557,1571760,"['111667812', '104472923', '90908526', '93052375', '93052373']",3,50, ,Süchteln Nord,RWE, , ,power, ,route,110000,single,green, , , , , , , , , , , , , , , , , , , 
558,1571762,"['25506770', '59639702', '59639695', '152818524', '152818518', '27138985']",3,50, ,Greven - Roxel,RWE, , ,power, ,route,110000,double,orange, , , , , , , , , , , , , , , , , , , 
559,1578731,"['504463507', '201775660', '24825971', '24826003', '23380800']",3,50, ,Schacht V Nord,RWE, , ,power, ,route,110000,single,yellow, , , , , , , , , , , , , , , , , , , 
560,1578732,"['112442159', '24825660', '112551552', '504463647', '112442157', '91274923']",3,50, ,Kamp Nord,RWE, , ,power, ,route,110000,single,yellow, , , , , , , , , , , , , , , , , , , 
561,1578733,"['112455660', '201775660', '504463508', '24826003', '23380800']",3,50, ,Schacht V Süd,RWE, , ,power, ,route,110000,single,blue, , , , , , , , , , , , , , , , , , , 
562,1578734,"['112442159', '504463647', '112551552', '112551553', '112442157', '91274923']",3,50, ,Kamp Süd,RWE, , ,power, ,route,110000,single,orange,Für mich ist die Farbe rot., , , , , , , , , , , , , , , , , , 
563,1578736,"['35818137', '35818135', '425104482', '112456697', '35818134']",3,50,Beeck,Stockum West,Amprion, , ,power,Ruhrort,route,220000,double,blue, , , , , , , , , , , , , , , , , , , 
564,1578737,"['52172900', '35818135', '425104482']",3,50, ,Laar Ost,RWE, , ,power, ,route,110000,single,orange, , , , , , , , , , , , , , , , , , , 
565,1578738,"['52172900', '35818135', '425104482']",3,50, ,Laar West,RWE, , ,power, ,route,110000,single,green, , , , , , , , , , , , , , , , , , , 
566,1578739,"['35818137', '35818135', '425104482', '112456697', '35818134']",3,50, ,Stockum Ost,Amprion, , ,power, ,route,220000,double,white, , , , , , , , , , , , , , , , , , , 
567,1596016,"['114364874', '114364876', '92356668']",3,50, ,Annaberg Ost,RWE, , ,power, ,route,110000,single,red, , , , , , , , , , , , , , , , , , , 
568,1596017,"['94895268', '19789487', '504465463', '92356634', '92356669', '91274923']",3,50, ,Graft Süd,RWE, , ,power, ,route,110000,single,blue, , , , , , , , , , , , , , , , , , , 
569,1596018,"['92356668', '114364874', '24462224', '504465463', '504465464', '92356669']",3,50, ,Graft Nord,RWE, , ,power, ,route,110000,single,yellow, , , , , , , , , , , , , , , , , , , 
570,1596020,"['92356623', '114364874', '114364876']",3,50, ,Annaberg West,RWE, , ,power, ,route,110000,single,green, , , , , , , , , , , , , , , , , , , 
571,1596713,"['952346322', '952346318', '114416338', '42866997', '114416337', '114397559', '83350529', '83350538', '23378870', '24846754', '83423797', '83423813', '83423799']",3,50,Gronau (DE),380 kV Gronau - Hengelo wit,Amprion;TenneT, , ,power,Hengelo (NL),route,380000,quad,white, , , , , , , , , ,1790 MVA,380 kV Gronau - Hengelo weiß, , , , , , , , 
572,1596714,"['952346322', '952346319', '114416339', '42866997', '114416337', '114397559', '83350529', '83350538', '23378870', '24846754', '83423797', '83423815', '83423799']",3,50,Gronau (DE),380 kV Gronau - Hengelo zwart,Amprion;TenneT, , ,power,Hengelo (NL),route,380000,quad,black, , , , , , , , , ,1790 MVA,380 kV Gronau - Hengelo schwarz, , , , , , , , 
573,1600271,"['156118556', '32348183']",3,50, ,Styrum West,RWE, , ,power, ,route,110000,single,upper half green;lower half yellow, , , , , , , , , , , , , , , , , , , 
574,1600272,"['156118556', '32348183']",3,50, ,Styrum Ost,RWE, , ,power, ,route,110000,single,upper half red; lower half white, , , , , , , , , , , , , , , , , , , 
575,1605946,"['83916207', '83916210', '83916208', '28632123', '284701564', '284701565', '38820535', '115700384', '24667346']",3,50,Elverlingsen,Südleitung,ENERVIE Vernetzt GmbH,Q1341587,de:Enervie,power,Garenfeld,route,220000,double,red, , ,S, , , , , , , , , , , , , , , , 
576,1605947,"['115700398', '208312152', '849285216', '207821362', '24667346', '84193263', '849614630', '175794845']",3,50, ,Oege 1,ENERVIE Vernetzt GmbH,Q1341587,de:Enervie,power, ,route,110000,single,blue, , ,Oe2, , , , , , , , , , , , , , , , 
577,1605948,"['115700807', '115699245', '159688721', '844066237', '269195683', '269195680', '52720960', '851767584', '269171428', '269171427', '909111523', '151045959', '269205760', '269205762', '31652745', '51940126']",3,50, ,Nachrodt Süd,Westnetz, , ,power, ,route,110000,single,yellow, , , , , , , , , , , , , , , , , , , 
578,1605949,"['83916207', '83916206', '83916208', '28632123', '284701564', '284701565', '38820535', '115700396', '24667346']",3,50,Elverlingsen,Nordleitung,ENERVIE Vernetzt GmbH,Q1341587,de:Enervie,power,Garenfeld,route,220000,double,blue, , ,N, , , , , , , , , , , , , , , , 
579,1605950,"['115700392', '208312152', '849285216', '208312156', '24667346', '84193263', '849614630', '175794845']",3,50, ,Oege 2,ENERVIE Vernetzt GmbH,Q1341587,de:Enervie,power, ,route,110000,single,red, , ,Oe2, , , , , , , , , , , , , , , , 
580,1605951,"['115699230', '115699313', '766565284', '98944026', '157538030', '84193263']",3,50, ,Lenne 3,ENERVIE Vernetzt GmbH, , ,power, ,route,110000,single,white, , ,Le3, , , , , , , , , , , , , , , , 
581,1605952,"['115700811', '115699245', '159688721', '844066237', '269195683', '269195680', '851767587', '851767584', '269171428', '269171427', '909111523', '151045959', '269205760', '269205762', '31652745', '51940126']",3,50, ,Nachrodt Nord,Westnetz, , ,power, ,route,110000,single,red, , , , , , , , , , , , , , , , , , , 
582,1605954,"['24667346', '115700397', '132682735', '115611453', '115611455', '846877346', '115699244', '54952898', '284701563', '772004339', '269171428', '269171426', '51940126']",3,50,Garenfeld,Bixterheide Nord,Amprion,Q477318,de:Amprion,power,Bixterheide,route,220000,single,white, , ,201,prüfen ob Genna mit Stichleitung angeschlossen, , , , , , , , , , , , , , , 
583,1605955,"['84193265', '115699313', '98944025', '766342202', '83916207', '84193263']",3,50, ,Lenne 2,ENERVIE Vernetzt GmbH, , ,power, ,route,110000,single,red, , ,Le2, , , , , , , , , , , , , , , , 
584,1605963,"['115613841', '115699314', '115613720', '846877342', '115720704', '115720705', '31652745']",3,50, ,Lenne Süd,RWE,Q138133,de:RWE,power, ,route,110000,single,green, , , , , , , , , , , , , , , , , , , 
585,1606819,"['284695904', '284695905', '78189791', '78189784', '78189795', '115701157', '761565405', '290958959', '290958962', '766739169', '232420148', '22964137']",3,50, ,Kruckel - Gevelsberg,Aktiengesellschaft für Versorgungsunternehmen,Q422118, ,power, ,route,110000,double,yellow, , , , , , , ,AVU, , , , , , , , , , , 
586,1606820,"['761565411', '78189800', '115699315', '115700372', '24667346', '766566550']",3,50, ,Herdecke 4,ENERVIE Vernetzt GmbH,Q1341587,de:Enervie,power, ,route,110000,double,green, , ,He4, , , , , , , , , , , , , , , , 
587,1606821,"['761565402', '761565397', '766566550', '761565403', '761565400']",3,50, ,Hagen 1,ENERVIE Vernetzt GmbH,Q1341587,de:Enervie,power, ,route,110000,single,blue with white dot, , ,Hs1, , , , , , , , , , , , , , , , 
588,1606823,"['115700378', '115613719', '856752883', '856764679', '856764678', '856752233', '253173351', '856752234', '24667346', '623863197']",3,50, ,Iserlohn 2,markE, , ,power, ,route,110000,single,red, , ,Is2, , , , , , , , ,L129, , , , , , , 
589,1606824,"['31142872', '761565406', '761565405', '32674314', '761565399', '165199225', '766566550']",3,50, ,Haspe 1,ENERVIE Vernetzt GmbH, , ,power, ,route,110000,single,blue, , ,Hs1, , , , , , , , , , , , , , , , 
590,1606825,"['115700383', '115700391', '274159166', '24667346']",3,50, ,Feldmühle 1,ENERVIE Vernetzt GmbH,Q1341587,de:Enervie,power, ,route,110000,single,blue, , ,Fe1, , , , , , , , , , , , , , , , 
591,1606826,"['115700385', '115613719', '856752883', '856752235', '856764681', '856764680', '253173351', '856752234', '24667346', '623863197']",3,50, ,Iserlohn 1,markE, , ,power, ,route,110000,single,blue, , ,Is1, , , , , , , , ,L128, , , , , , , 
592,1606828,"['766679141', '115700390', '253173351', '24667346', '766679143']",3,50, ,Ruhr 2,ENERVIE Vernetzt GmbH, , ,power, ,route,110000,single,red, , ,Ru2, , , , , , , , , , , , , , , , 
593,1606829,"['32672642', '115700374', '115699316', '78189795', '78189810', '761565411', '24667346', '766566550']",3,50, ,Herdecke 1,ENERVIE Vernetzt GmbH,Q1341587,de:Enervie,power, ,route,110000,single,blue, , ,He1, , , , , , , , , , , , , , , , 
594,1606833,"['761565411', '78189800', '115699315', '115700381', '24667346', '766566550']",3,50, ,Herdecke 3,ENERVIE Vernetzt GmbH,Q1341587,de:Enervie,power, ,route,110000,double,white, , ,He3, , , , , , , , , , , , , , , , 
595,1606834,"['761565407', '761565406', '761565405', '32674314', '761565398', '165199225', '766566550']",3,50, ,Haspe 2,ENERVIE Vernetzt GmbH, , ,power, ,route,110000,single,red, , ,Hs2, , , , , , , , , , , , , , , , 
596,1606836,"['909266172', '284695905', '78189791', '78189784', '78189795', '115701157', '761565405', '232420148', '766739169', '290958962', '290958959', '22964137']",3,50, ,Kruckel - Rocholz,Aktiengesellschaft für Versorgungsunternehmen,Q422118, ,power, ,route,110000,double,black, , , , , , , ,AVU, , , , , , , , , , , 
597,1606837,"['115700382', '761565396', '24667346', '766680950', '766565283']",3,50, ,Volme 2,ENERVIE Vernetzt GmbH,Q1341587,de:Enervie,power, ,route,110000,single,red, , ,Vo2, , , , , , , , , , , , , , , , 
598,1606838,"['761565402', '761565397', '766566550', '32674514', '761565401']",3,50, ,Hagen 2,ENERVIE Vernetzt GmbH, , ,power, ,route,110000,single,red with white dot, , ,Hs2, , , , , , , , , , , , , , , , 
599,1606839,"['106608490', '115720704', '115613720', '846877343', '31652745']",3,50, ,Letmathe Nord,Westnetz,Q2807462,de:Westnetz,power, ,route,110000,single,yellow, , , , , , , , , , , , , , , , , , , 
600,1606840,"['766679141', '115700394', '253173351', '24667346', '766679143']",3,50, ,Ruhr 1,ENERVIE Vernetzt GmbH, , ,power, ,route,110000,single,blue, , ,Ru1, , , , , , , , , , , , , , , , 
601,1606841,"['31143556', '115700383', '274159166', '24667346']",3,50, ,Feldmühle 2,ENERVIE Vernetzt GmbH,Q1341587,de:Enervie,power, ,route,110000,single,red, , ,Fe2, , , , , , , , , , , , , , , , 
602,1606843,"['131986820', '115603105', '52836607', '115700388', '24667346']",3,50,Koepchenwerk 5,Koepchenwerk Maschine 5,Amprion,Q477318,de:Amprion,power,Garenfeld,route,220000,single,blue, , , , , , , , , , , , , , , , , , , 
603,1606845,"['115700393', '761565396', '447019810', '31142607', '24667346', '766680947']",3,50, ,Volme 1,ENERVIE Vernetzt GmbH,Q1341587,de:Enervie,power, ,route,110000,single,blue, , ,Vo1, , , , , , , , , , , , , , , , 
604,1606846,"['115700373', '115700374', '115699316', '78189795', '78189810', '761565411', '24667346', '766566550']",3,50, ,Herdecke 2,ENERVIE Vernetzt GmbH,Q1341587,de:Enervie,power, ,route,110000,single,red, , ,He2, , , , , , , , , , , , , , , , 
605,1610217,"['24839976', '116050398', '41374778', '141161435', '141161436', '207488613', '325327278', '325327277', '109373271']",3,50,Rommerskirchen,Neurath 4d,Amprion,Q477318,de:Amprion,power,Neurath,route,380000,quad,red, , , , , , , , , , , , , , , , , , , 
606,1610218,"['24839976', '41374777', '325327230', '141161438', '141161436', '207488613', '325327278', '141161437', '109373271']",3,50,Neurath,Neurath 5e,Amprion,Q477318,de:Amprion,power,Rommerskirchen,route,380000,quad,green, , , , , , , , , , , , , , , , , , , 
607,1610616,"['42507488', '123078486', '952594456', '249097291', '123077083', '42861702', '42861709', '42861704', '42861703']",3,50,Gersteinwerk,Werse West,Amprion, , ,power,Amelsbüren,route,220000,double,orange, , , , , , , , , , , , , , , , , , , 
608,1610617,"['118587003', '118587009', '118587018', '241626237', '952594482', '42507488', '952594481', '42493047', '1001670647', '1001670648', '241614956', '1001675693', '42493046', '1001675692', '241626232', '42560068', '241615294', '241615295']",3,50, ,Enniger - Gersteinwerk,Westnetz, , ,power, ,route,110000,single,black, , , , , , , , , , , , , , , , , , , 
609,1610619,"['123077083', '42861701', '485700947', '485700949', '42861707', '111973180', '402657517', '249097291', '123078487', '249097290', '111973179', '269847023', '269847021', '269847022', '285091752', '241645276']",3,50,Gersteinwerk,Gersteinwerk - Münster,RWE, , ,power,Münster,route,110000,single,red, , , , , , , , , , , , , , , , , , , 
610,1610620,"['952594482', '952594477', '123078490', '123170766', '42508055', '42509126', '121199247', '121199243', '121199259', '121199242']",3,50,Gersteinwerk,Waltrop Süd,Amprion, , ,power,Lippe,route,380000,quad,yellow, , , , , , , , , , , , , , , , , , , 
611,1610621,"['952594482', '952594480', '123078491', '123170765', '42507067', '31150728', '116099936', '118436808', '42560069', '42560068', '24960734', '269823874', '152317117', '42488850', '24959946']",3,50,Gersteinwerk,Gersteinwerk Ost,Amprion, , ,power,Enniger,route,380000,quad,green, ,Uentrop, , , , , , , , , , , , , , , , , 
612,1610622,"['243612270', '269098587', '123077083', '249097290', '42861701', '485700947', '485700949', '111973180', '42861707', '111973179', '402657507', '243612271']",3,50,Ascheberg,Ascheberg - Münster,RWE, , ,power,Münster,route,110000,single,yellow, , , , , , , , , , , , , , , , , , , 
